
---------- Begin Simulation Statistics ----------
simSeconds                                   0.007318                       # Number of seconds simulated (Second)
simTicks                                   7317751000                       # Number of ticks simulated (Tick)
finalTick                                  7317751000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    871.73                       # Real time elapsed on the host (Second)
hostTickRate                                  8394557                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8900308                       # Number of bytes of host memory used (Byte)
simInsts                                     26186677                       # Number of instructions simulated (Count)
simOps                                       49975438                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    30040                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57329                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        14617428                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29721386                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   69196                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28156748                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                110118                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4802885                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6608731                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              40036                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           14314932                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.966949                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.553119                       # Number of insts issued each cycle (Count)
system.cpu0.commit.committedInstType_0::SimdFloatCmp            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatCvt            6      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatDiv            2      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatMisc            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatMult            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdReduceAdd            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdReduceAlu            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdReduceCmp            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAes            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAesMix            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha1Hash            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha256Hash            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShaSigma2            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShaSigma3            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdPredAlu            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::MemRead      2405749      9.63%     95.87% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::MemWrite       994697      3.98%     99.86% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMemRead        20087      0.08%     99.94% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMemWrite        15991      0.06%    100.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::total     24987697                       # Class of committed instruction (Count)
system.cpu0.commit.commitEligibleSamples      1911646                       # number cycles where commit BW limit reached (Cycle)
system.cpu0.dcache.demandHits::cpu0.data      3302992                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total          3302992                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::cpu0.data      3302992                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total         3302992                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::cpu0.data       413824                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total         413824                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::cpu0.data       413824                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total        413824                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::cpu0.data  23054314469                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total  23054314469                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::cpu0.data  23054314469                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total  23054314469                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::cpu0.data      3716816                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total      3716816                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::cpu0.data      3716816                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total      3716816                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::cpu0.data     0.111338                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::total     0.111338                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate::cpu0.data     0.111338                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::total     0.111338                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency::cpu0.data 55710.433588                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.demandAvgMissLatency::total 55710.433588                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMissLatency::cpu0.data 55710.433588                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMissLatency::total 55710.433588                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.blockedCycles::no_mshrs        95296                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCycles::no_targets         7260                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCauses::no_mshrs         3701                       # number of times access was blocked (Count)
system.cpu0.dcache.blockedCauses::no_targets          115                       # number of times access was blocked (Count)
system.cpu0.dcache.avgBlocked::no_mshrs     25.748717                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.avgBlocked::no_targets    63.130435                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.writebacks::writebacks        54551                       # number of writebacks (Count)
system.cpu0.dcache.writebacks::total            54551                       # number of writebacks (Count)
system.cpu0.dcache.demandMshrHits::cpu0.data       300966                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits::total       300966                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::cpu0.data       300966                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::total       300966                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses::cpu0.data       112858                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses::total       112858                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::cpu0.data       112858                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::total       112858                       # number of overall MSHR misses (Count)
system.cpu0.dcache.demandMshrMissLatency::cpu0.data   6546059469                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissLatency::total   6546059469                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::cpu0.data   6546059469                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::total   6546059469                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissRate::cpu0.data     0.030364                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.demandMshrMissRate::total     0.030364                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::cpu0.data     0.030364                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::total     0.030364                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMshrMissLatency::cpu0.data 58002.618060                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.dcache.demandAvgMshrMissLatency::total 58002.618060                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::cpu0.data 58002.618060                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::total 58002.618060                       # average overall mshr miss latency ((Cycle/Count))
system.cpu0.dcache.replacements                107402                       # number of replacements (Count)
system.cpu0.dcache.ReadReq.hits::cpu0.data      2323021                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.hits::total        2323021                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.misses::cpu0.data       383094                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.misses::total       383094                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.missLatency::cpu0.data  20894584000                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.missLatency::total  20894584000                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.accesses::cpu0.data      2706115                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.accesses::total      2706115                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.missRate::cpu0.data     0.141566                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.missRate::total     0.141566                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMissLatency::cpu0.data 54541.663404                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMissLatency::total 54541.663404                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.mshrHits::cpu0.data       300958                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrHits::total       300958                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrMisses::cpu0.data        82136                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMisses::total        82136                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMissLatency::cpu0.data   4417618000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissLatency::total   4417618000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissRate::cpu0.data     0.030352                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.mshrMissRate::total     0.030352                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMshrMissLatency::cpu0.data 53784.187202                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMshrMissLatency::total 53784.187202                       # average ReadReq mshr miss latency ((Tick/Count))
